name,tags,time,current_status,current_stop_sequence,data,id,occupancy_status,revenue,route,stop,trip
delay,,1733426010000000000,STOPPED_AT,17,869,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,972,64460952
delay,,1733426735000000000,IN_TRANSIT_TO,32,594,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,999,64460952
delay,,1733426976000000000,IN_TRANSIT_TO,5,71,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,9031,64460862
delay,,1733427701000000000,IN_TRANSIT_TO,21,88,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,922,64460862
delay,,1733427943000000000,STOPPED_AT,24,144,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,926,64460862
delay,,1733428184000000000,IN_TRANSIT_TO,26,275,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,928,64460862
delay,,1733428426000000000,IN_TRANSIT_TO,28,237,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,933,64460862
delay,,1733428668000000000,IN_TRANSIT_TO,30,281,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,937,64460862
delay,,1733428910000000000,IN_TRANSIT_TO,34,125,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,899,64460862
delay,,1733429151000000000,IN_TRANSIT_TO,2,50,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,951,64460955
delay,,1733429634000000000,IN_TRANSIT_TO,7,161,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,958,64460955
delay,,1733430118000000000,IN_TRANSIT_TO,13,233,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,967,64460955
delay,,1733430359000000000,IN_TRANSIT_TO,18,233,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,973,64460955
delay,,1733430601000000000,STOPPED_AT,22,292,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,9780,64460955
delay,,1733430843000000000,STOPPED_AT,29,341,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,987,64460955
delay,,1733431085000000000,STOPPED_AT,14,417,y3263,FEW_SEATS_AVAILABLE,REVENUE,57,969,64460959
delay,,1733431327000000000,IN_TRANSIT_TO,20,373,y3263,FEW_SEATS_AVAILABLE,REVENUE,57,975,64460959
delay,,1733431569000000000,IN_TRANSIT_TO,24,488,y3263,MANY_SEATS_AVAILABLE,REVENUE,57,981,64460959
delay,,1733431810000000000,STOPPED_AT,30,423,y3263,MANY_SEATS_AVAILABLE,REVENUE,57,988,64460959
delay,,1733432053000000000,STOPPED_AT,1,0,y3230,MANY_SEATS_AVAILABLE,REVENUE,57,899,64460961
