name,tags,time,current_status,current_stop_sequence,data,id,occupancy_status,revenue,route,stop,trip
bearing,,1733426418000000000,STOPPED_AT,2,339,y1720,FEW_SEATS_AVAILABLE,REVENUE,23,367,64462894
bearing,,1733426660000000000,IN_TRANSIT_TO,7,354,y1720,FEW_SEATS_AVAILABLE,REVENUE,23,460,64462894
bearing,,1733426901000000000,STOPPED_AT,11,331,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,467,64462894
bearing,,1733427143000000000,IN_TRANSIT_TO,15,16,y1720,FEW_SEATS_AVAILABLE,REVENUE,23,386,64462894
bearing,,1733427385000000000,IN_TRANSIT_TO,19,24,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,392,64462894
bearing,,1733427626000000000,IN_TRANSIT_TO,25,0,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,64000,64462894
bearing,,1733427868000000000,STOPPED_AT,29,282,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,21148,64462894
bearing,,1733428110000000000,IN_TRANSIT_TO,31,307,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,17861,64462894
bearing,,1733428351000000000,STOPPED_AT,1,10,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,17862,64464392
bearing,,1733428593000000000,STOPPED_AT,1,10,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,17862,64464392
bearing,,1733428835000000000,STOPPED_AT,1,10,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,17862,64464392
bearing,,1733429076000000000,IN_TRANSIT_TO,2,224,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,11257,64464392
bearing,,1733429318000000000,STOPPED_AT,2,107,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,11257,64464392
bearing,,1733429560000000000,IN_TRANSIT_TO,6,130,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,64000,64464392
bearing,,1733429801000000000,IN_TRANSIT_TO,7,216,y1720,MANY_SEATS_AVAILABLE,REVENUE,23,40001,64464392
