name,tags,time,current_status,current_stop_sequence,data,id,occupancy_status,revenue,route,stop,trip
bearing,,1733426010000000000,STOPPED_AT,17,274,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,972,64460952
bearing,,1733426251000000000,STOPPED_AT,20,267,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,975,64460952
bearing,,1733426493000000000,STOPPED_AT,25,301,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,982,64460952
bearing,,1733426735000000000,IN_TRANSIT_TO,32,353,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,999,64460952
bearing,,1733426976000000000,IN_TRANSIT_TO,5,117,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,9031,64460862
bearing,,1733427218000000000,STOPPED_AT,11,116,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,910,64460862
bearing,,1733427459000000000,STOPPED_AT,17,0,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,918,64460862
bearing,,1733427701000000000,IN_TRANSIT_TO,21,0,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,922,64460862
bearing,,1733427943000000000,STOPPED_AT,24,97,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,926,64460862
bearing,,1733428184000000000,IN_TRANSIT_TO,26,0,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,928,64460862
bearing,,1733428426000000000,IN_TRANSIT_TO,28,106,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,933,64460862
bearing,,1733428668000000000,IN_TRANSIT_TO,30,0,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,937,64460862
bearing,,1733428910000000000,IN_TRANSIT_TO,34,199,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,899,64460862
bearing,,1733429151000000000,IN_TRANSIT_TO,2,263,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,951,64460955
bearing,,1733429393000000000,STOPPED_AT,4,276,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,953,64460955
bearing,,1733429634000000000,IN_TRANSIT_TO,7,281,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,958,64460955
bearing,,1733429876000000000,STOPPED_AT,10,123,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,962,64460955
bearing,,1733430118000000000,IN_TRANSIT_TO,13,247,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,967,64460955
bearing,,1733430359000000000,IN_TRANSIT_TO,18,14,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,973,64460955
bearing,,1733430601000000000,STOPPED_AT,22,279,y3276,FEW_SEATS_AVAILABLE,REVENUE,57,9780,64460955
bearing,,1733430843000000000,STOPPED_AT,29,323,y3276,MANY_SEATS_AVAILABLE,REVENUE,57,987,64460955
bearing,,1733431085000000000,STOPPED_AT,14,246,y3263,FEW_SEATS_AVAILABLE,REVENUE,57,969,64460959
bearing,,1733431327000000000,IN_TRANSIT_TO,20,265,y3263,FEW_SEATS_AVAILABLE,REVENUE,57,975,64460959
bearing,,1733431569000000000,IN_TRANSIT_TO,24,292,y3263,MANY_SEATS_AVAILABLE,REVENUE,57,981,64460959
bearing,,1733431810000000000,STOPPED_AT,30,343,y3263,MANY_SEATS_AVAILABLE,REVENUE,57,988,64460959
bearing,,1733432053000000000,STOPPED_AT,1,90,y3230,MANY_SEATS_AVAILABLE,REVENUE,57,899,64460961
bearing,,1733432295000000000,IN_TRANSIT_TO,3,279,y3230,MANY_SEATS_AVAILABLE,REVENUE,57,952,64460961
bearing,,1733432536000000000,STOPPED_AT,5,270,y3230,FULL,REVENUE,57,954,64460961
bearing,,1733432778000000000,STOPPED_AT,7,270,y3230,FULL,REVENUE,57,958,64460961
bearing,,1733433019000000000,IN_TRANSIT_TO,11,294,y3230,FEW_SEATS_AVAILABLE,REVENUE,57,964,64460961
bearing,,1733433261000000000,STOPPED_AT,13,244,y3230,FEW_SEATS_AVAILABLE,REVENUE,57,967,64460961
bearing,,1733433503000000000,STOPPED_AT,19,260,y3230,FEW_SEATS_AVAILABLE,REVENUE,57,974,64460961
bearing,,1733433744000000000,STOPPED_AT,24,305,y3230,FULL,REVENUE,57,981,64460961
bearing,,1733433986000000000,STOPPED_AT,30,344,y3230,FULL,REVENUE,57,988,64460961
bearing,,1733434229000000000,STOPPED_AT,1,274,y1843,MANY_SEATS_AVAILABLE,REVENUE,57,900,64465110
bearing,,1733434470000000000,IN_TRANSIT_TO,2,160,y1843,MANY_SEATS_AVAILABLE,REVENUE,57,902,64465110
bearing,,1733434712000000000,IN_TRANSIT_TO,6,176,y1843,MANY_SEATS_AVAILABLE,REVENUE,57,904,64465110
