time,current_status,current_stop_sequence,latitude,id,occupancy_status,revenue,route,stop,trip,longitude,bearing,delay
2024-12-05 17:22:15,STOPPED_AT,12,42.35340286,y3203,FULL,REVENUE,66,926,64460695,-71.13655755,103,50
2024-12-05 17:26:17,IN_TRANSIT_TO,14,42.35303526,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,10928,64460695,-71.13238741,90,61
2024-12-05 17:30:18,STOPPED_AT,17,42.3458767,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1304,64460695,-71.12764273,142,0
2024-12-05 17:38:22,STOPPED_AT,22,42.33613381,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1311,64460695,-71.12070591,0,0
2024-12-05 17:42:24,IN_TRANSIT_TO,25,42.33187834,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1314,64460695,-71.115431,85,0
2024-12-05 17:46:25,STOPPED_AT,26,42.333156959,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1315,64460695,-71.10878725,89,0
2024-12-05 17:50:27,IN_TRANSIT_TO,30,42.33255764,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1322,64460695,-71.10008689,126,0
2024-12-05 17:54:28,STOPPED_AT,30,42.331890059,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1322,64460695,-71.09765646,65,0
2024-12-05 17:58:30,STOPPED_AT,31,42.33157258,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1323,64460695,-71.0951372,90,0
2024-12-05 18:02:32,IN_TRANSIT_TO,36,42.3289708,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,64000,64460695,-71.08541138,205,0
2024-12-05 18:06:33,STOPPED_AT,1,42.32924,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64459213,-71.08388,180,0
2024-12-05 18:10:35,STOPPED_AT,1,42.32924,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64459213,-71.08387,180,0
2024-12-05 18:14:37,STOPPED_AT,1,42.32924,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64459213,-71.08387,180,0
2024-12-05 18:18:38,IN_TRANSIT_TO,2,42.32914903,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1148,64459213,-71.08537933,42,122
2024-12-05 18:22:40,IN_TRANSIT_TO,6,42.33134576,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1357,64459213,-71.09406432,270,0
2024-12-05 18:26:42,IN_TRANSIT_TO,8,42.33255794,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1360,64459213,-71.10032911,292,74
2024-12-05 18:30:43,IN_TRANSIT_TO,11,42.33324223,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1365,64459213,-71.10849457,281,36
2024-12-05 18:34:45,STOPPED_AT,13,42.33184048,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1526,64459213,-71.11717652,0,0
2024-12-05 18:42:48,IN_TRANSIT_TO,18,42.34290537,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1373,64459213,-71.12254479,311,0
2024-12-05 18:46:50,IN_TRANSIT_TO,22,42.3490385,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,1379,64459213,-71.12995626,313,0
2024-12-05 18:50:51,IN_TRANSIT_TO,23,42.35387155,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,964,64459213,-71.1323525,14,0
2024-12-05 18:54:53,IN_TRANSIT_TO,30,42.357774399,y3203,FEW_SEATS_AVAILABLE,REVENUE,66,2564,64459213,-71.12685795,113,0
2024-12-05 18:58:55,IN_TRANSIT_TO,30,42.365309089,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,2564,64459213,-71.12679907,46,0
2024-12-05 19:02:57,IN_TRANSIT_TO,32,42.37329219,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,76123,64459213,-71.12316098,8,0
2024-12-05 19:06:58,STOPPED_AT,1,42.37539047,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459499,-71.1192951,206,0
2024-12-05 19:11:00,STOPPED_AT,1,42.37546,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459499,-71.11936,180,0
2024-12-05 19:15:01,STOPPED_AT,1,42.37546,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459499,-71.11936,180,0
2024-12-05 19:19:03,STOPPED_AT,1,42.37542443,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459499,-71.11927182,0,0
2024-12-05 19:23:05,STOPPED_AT,1,42.37535,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459499,-71.11931,180,0
2024-12-05 19:27:06,STOPPED_AT,1,42.37485704,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459499,-71.11899481,137,0
2024-12-05 19:31:08,IN_TRANSIT_TO,4,42.37002411,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,2551,64459499,-71.12237078,205,0
2024-12-05 19:35:10,STOPPED_AT,7,42.36052976,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,2555,64459499,-71.1290725,141,0
2024-12-05 19:39:11,IN_TRANSIT_TO,14,42.354817339,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,10928,64459499,-71.13260853,170,0
2024-12-05 19:43:13,STOPPED_AT,15,42.35052247,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1302,64459499,-71.13113231,159,0
2024-12-05 19:47:15,STOPPED_AT,18,42.34388243,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1306,64459499,-71.12423872,156,0
2024-12-05 19:51:16,IN_TRANSIT_TO,21,42.33868553,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1310,64459499,-71.121276,177,0
2024-12-05 19:55:18,IN_TRANSIT_TO,24,42.33160194,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1555,64459499,-71.11726164,102,0
2024-12-05 19:59:19,STOPPED_AT,27,42.333560679,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1317,64459499,-71.105942959,51,0
2024-12-05 20:03:21,IN_TRANSIT_TO,31,42.33163221,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,1323,64459499,-71.09550646,161,0
2024-12-05 20:07:23,IN_TRANSIT_TO,36,42.329175089,y3203,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64459499,-71.085589089,166,0
2024-12-05 20:11:25,IN_TRANSIT_TO,24,42.33214411,y3295,MANY_SEATS_AVAILABLE,REVENUE,66,1555,64461012,-71.11824076,148,0
2024-12-05 20:15:27,IN_TRANSIT_TO,26,42.33193692,y3295,MANY_SEATS_AVAILABLE,REVENUE,66,1315,64461012,-71.11225696,90,47
2024-12-05 20:23:30,STOPPED_AT,29,42.33279241,y3295,FEW_SEATS_AVAILABLE,REVENUE,66,1320,64461012,-71.10111613,117,248
2024-12-05 20:31:34,STOPPED_AT,1,42.37523517,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459505,-71.119208439,188,0
2024-12-05 20:35:36,STOPPED_AT,1,42.37533,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64459505,-71.11929,0,0
2024-12-05 20:39:38,IN_TRANSIT_TO,2,42.37397119,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,32549,64459505,-71.11895629,180,0
2024-12-05 20:43:39,IN_TRANSIT_TO,4,42.369419819,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,2551,64459505,-71.12273384,224,41
2024-12-05 20:47:41,IN_TRANSIT_TO,7,42.36125332,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,2555,64459505,-71.12989647,137,0
2024-12-05 20:51:43,STOPPED_AT,10,42.355276879,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,1193,64459505,-71.13327084,230,0
2024-12-05 20:55:44,STOPPED_AT,13,42.35323944,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,927,64459505,-71.1340063,100,0
2024-12-05 20:59:46,IN_TRANSIT_TO,16,42.35017035,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,11302,64459505,-71.13084056,157,0
2024-12-05 21:03:48,STOPPED_AT,19,42.34201473,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,1308,64459505,-71.12130272,156,0
2024-12-05 21:07:49,IN_TRANSIT_TO,24,42.33244664,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,1555,64459505,-71.11837685,115,0
2024-12-05 21:11:51,IN_TRANSIT_TO,26,42.331914519,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,1315,64459505,-71.11228823,19,0
2024-12-05 21:15:53,STOPPED_AT,27,42.33369552,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,1317,64459505,-71.10602631,14,101
2024-12-05 21:19:54,STOPPED_AT,30,42.33185973,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,1322,64459505,-71.09778146,139,47
2024-12-05 21:23:56,STOPPED_AT,35,42.32930514,y3262,MANY_SEATS_AVAILABLE,REVENUE,66,11259,64459505,-71.085698219,131,0
2024-12-05 21:27:59,STOPPED_AT,31,42.33146,y3243,MANY_SEATS_AVAILABLE,REVENUE,66,1323,64459506,-71.09492,90,0
2024-12-05 21:32:01,STOPPED_AT,1,42.37532186,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64463747,-71.11930695,168,0
2024-12-05 21:36:03,STOPPED_AT,1,42.37532714,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,22549,64463747,-71.11926235,0,0
2024-12-05 21:40:04,IN_TRANSIT_TO,4,42.36991486,y1905,FEW_SEATS_AVAILABLE,REVENUE,66,2551,64463747,-71.12238549,214,0
2024-12-05 21:44:06,STOPPED_AT,6,42.36219919,y1905,FEW_SEATS_AVAILABLE,REVENUE,66,2554,64463747,-71.13033918,0,0
2024-12-05 21:48:08,STOPPED_AT,10,42.355401209,y1905,FEW_SEATS_AVAILABLE,REVENUE,66,1193,64463747,-71.13335125,232,0
2024-12-05 21:52:09,STOPPED_AT,13,42.35312032,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,927,64463747,-71.13291217,87,0
2024-12-05 22:00:13,STOPPED_AT,19,42.34177772,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,1308,64463747,-71.12114697,159,0
2024-12-05 22:04:14,IN_TRANSIT_TO,24,42.33191961,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,1555,64463747,-71.11779756,56,0
2024-12-05 22:08:16,STOPPED_AT,28,42.333688879,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,1319,64463747,-71.10380377,100,0
2024-12-05 22:12:18,STOPPED_AT,34,42.330367129,y1905,MANY_SEATS_AVAILABLE,REVENUE,66,11323,64463747,-71.08755204,117,0
2024-12-05 22:16:20,STOPPED_AT,1,42.33988,y1916,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64463498,-71.05709,0,0
2024-12-05 22:20:22,STOPPED_AT,1,42.33769103,y1916,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64463498,-71.06772163,226,0
2024-12-05 22:24:23,STOPPED_AT,1,42.33681712,y1916,MANY_SEATS_AVAILABLE,REVENUE,66,64000,64463498,-71.07671649,226,0
