time,current_status,current_stop_sequence,latitude,id,occupancy_status,revenue,route,stop,trip,longitude,bearing,delay
2024-12-05 19:26:09,IN_TRANSIT_TO,22,42.36651372,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,2829,64900719,-71.05873605,345,295
2024-12-05 19:30:10,STOPPED_AT,1,42.362228989,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,8309,64900945,-71.05702911,129,0
2024-12-05 19:34:12,IN_TRANSIT_TO,2,42.36239672,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,2832,64900945,-71.0562944,121,26
2024-12-05 19:38:14,IN_TRANSIT_TO,2,42.36302096,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,2832,64900945,-71.05665234,315,194
2024-12-05 19:42:15,IN_TRANSIT_TO,3,42.366746879,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5611,64900945,-71.05825089,15,387
2024-12-05 19:46:17,IN_TRANSIT_TO,3,42.372367699,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5611,64900945,-71.06460892,90,459
2024-12-05 19:50:18,IN_TRANSIT_TO,3,42.38725451,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5611,64900945,-71.045293729,42,536
2024-12-05 19:54:20,STOPPED_AT,7,42.392452769,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5615,64900945,-71.03420373,62,486
2024-12-05 19:58:22,IN_TRANSIT_TO,14,42.40190076,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5624,64900945,-71.035189059,317,519
2024-12-05 20:06:25,STOPPED_AT,1,42.41563718,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5547,64900709,-71.032976899,281,448
2024-12-05 20:10:27,IN_TRANSIT_TO,9,42.405104029,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5594,64900709,-71.031949679,276,386
2024-12-05 20:14:28,IN_TRANSIT_TO,17,42.396109439,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,5603,64900709,-71.03246772,220,395
2024-12-05 20:18:30,IN_TRANSIT_TO,22,42.394012019,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,2829,64900709,-71.037568149,55,359
2024-12-05 20:22:32,IN_TRANSIT_TO,22,42.37443751,y3151,MANY_SEATS_AVAILABLE,REVENUE,111,2829,64900709,-71.0578343,224,485
