name,tags,time,current_status,current_stop_sequence,data,id,occupancy_status,revenue,route,stop,trip
latitude,,1733425799000000000,STOPPED_AT,11,42.34982572,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,77,64459589
latitude,,1733426041000000000,STOPPED_AT,12,42.34789676,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,79,64459589
latitude,,1733426283000000000,STOPPED_AT,14,42.34224066,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,82,64459589
latitude,,1733426524000000000,IN_TRANSIT_TO,16,42.34107246,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,84,64459589
latitude,,1733426766000000000,IN_TRANSIT_TO,17,42.33743323,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,59,64459589
latitude,,1733427007000000000,STOPPED_AT,19,42.33373814,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,856,64459589
latitude,,1733427249000000000,IN_TRANSIT_TO,22,42.33253294,y3260,MANY_SEATS_AVAILABLE,REVENUE,1,62,64459589
latitude,,1733427492000000000,STOPPED_AT,12,42.34779308,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,79,64463833
latitude,,1733427733000000000,STOPPED_AT,14,42.34224123,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,82,64463833
latitude,,1733427975000000000,IN_TRANSIT_TO,17,42.3377933,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,59,64463833
latitude,,1733428216000000000,IN_TRANSIT_TO,18,42.33560969,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,854,64463833
latitude,,1733428458000000000,STOPPED_AT,19,42.33367,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,856,64463833
latitude,,1733428700000000000,STOPPED_AT,1,42.32976973,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,64,64463476
latitude,,1733428941000000000,STOPPED_AT,1,42.32981,y1895,MANY_SEATS_AVAILABLE,REVENUE,1,64,64463476
